id,condition,source_locale,target_locale,source_text,source_intent,donor_text,donor_intent,generation,target_language_success,delta_over_H,source_intent_preserved,donor_intent_leakage
9760,alpha_0,ar-SA,zh-CN,طف التشغيل,20,我偶尔注意一下,13,: 100000000000000000000000000000,False,1.2142287492752075,False,False
9760,alpha_075,ar-SA,zh-CN,طف التشغيل,20,我偶尔注意一下,13,": 100% جديد
Material: PVC
Tamaño: 100*100*100mm
Color: como se",False,1.2142287492752075,False,False
9760,random_zs,ar-SA,zh-CN,طف التشغيل,20,我偶尔注意一下,13,"

[User 0001]

I'm trying to translate the word ""n'importe quoi"" into English. I'm not sure",False,1.2142287492752075,False,False
15708,alpha_0,zh-CN,ar-SA,发一个投诉关于,47,هل هناك أي مناسبات وسط البلد آخر الأسبوع,32,我公司在2019年12月15日购买的商品，商品名称：2019年12月15日,False,0.8396316766738892,True,False
15708,alpha_075,zh-CN,ar-SA,发一个投诉关于,47,هل هناك أي مناسبات وسط البلد آخر الأسبوع,32, <strong>“</strong><strong>我</strong><strong>”</strong><strong>的</strong><strong>“</strong><strong>我</strong><strong>”</strong><strong>的</strong><strong>“</strong><strong>我</strong><strong>,False,0.8396316766738892,False,False
15708,random_zs,zh-CN,ar-SA,发一个投诉关于,47,هل هناك أي مناسبات وسط البلد آخر الأسبوع,32," 100% of the time, I get a message that says ""The server is not responding. Please try again later."" I have tried this on",False,0.8396316766738892,True,False
6593,alpha_0,ar-SA,zh-CN,ابدأ ثرثرة,12,我需要将我的服务的问题发送一封电子邮件给淘宝,33," في عالم الموضة مع هذا الملحق المميز من أزياء ألبا.

يحتوي هذا الملحق على 100",False,1.333591103553772,False,False
6593,alpha_075,ar-SA,zh-CN,ابدأ ثرثرة,12,我需要将我的服务的问题发送一封电子邮件给淘宝,33," في Instagram مع هذه المجموعة من 1000+ إعلانات Instagram مجانية.

تقدم هذه المجموعة من إعلانات Instagram المج",False,1.333591103553772,False,False
6593,random_zs,ar-SA,zh-CN,ابدأ ثرثرة,12,我需要将我的服务的问题发送一封电子邮件给淘宝,33,".

<h2><strong>الوصف</strong></h2>

<strong>الوصف:</strong>

<strong>الوصف:</strong>

<strong>الوصف:</strong>

<strong>الوصف:</strong>",False,1.333591103553772,True,False
1252,alpha_0,zh-CN,ar-SA,告诉我现在时间,0,كم قائمة عندي في جهات الإتصال,59,"是12点，我应该去哪里？

我应该去哪里？

我应该去哪里？

我应该去哪里？

我应该去",False,0.7687501907348633,False,False
1252,alpha_075,zh-CN,ar-SA,告诉我现在时间,0,كم قائمة عندي في جهات الإتصال,59, 100% 100% 100% 100% 100% 100% 1,False,0.7687501907348633,False,False
1252,random_zs,zh-CN,ar-SA,告诉我现在时间,0,كم قائمة عندي في جهات الإتصال,59,"

我不想再做梦

我不想再做梦

我不想再做梦

我不想再做梦

我不想再做梦

我",False,0.7687501907348633,False,False
16924,alpha_0,ar-SA,zh-CN,الله يسعدك شوف اذا حسابي في gmail فيه ايميلات جديدة,44,韩梅梅回复了吗,44,"
الله يسعدك
الله يسعدك
الله يسعدك
الله يسعدك
الله يسعدك
الله يسعدك
الله",False,0.7067360877990723,False,False
16924,alpha_075,ar-SA,zh-CN,الله يسعدك شوف اذا حسابي في gmail فيه ايميلات جديدة,44,韩梅梅回复了吗,44, 100% 100% 100% 100% 100% 100% 1,False,0.7067360877990723,False,False
16924,random_zs,ar-SA,zh-CN,الله يسعدك شوف اذا حسابي في gmail فيه ايميلات جديدة,44,韩梅梅回复了吗,44,".

[User 0001]

<b>الله يسعدك شوف اذا حسابي في gmail فيه ايميلات جديدة</b>

<b>الله",False,0.7067360877990723,True,True
3034,alpha_0,zh-CN,ar-SA,告诉我气温,13,next episode of the podcast,58,，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我温度，告诉我,False,0.9639657139778137,False,False
3034,alpha_075,zh-CN,ar-SA,告诉我气温,13,next episode of the podcast,58,",我给你推荐一个适合你去的城市,
我给你推荐一个适合你去的城市,
我给你推荐一个适合你去的城市,
我",False,0.9639657139778137,False,False
3034,random_zs,zh-CN,ar-SA,告诉我气温,13,next episode of the podcast,58,", 100000000000000000000000000000",False,0.9639657139778137,False,False
2850,alpha_0,ar-SA,zh-CN,فيه سفري عند مطاعم طازة,3,设置一个午餐会议前一个小时提醒我的提醒,50," في جدة، ولهذا السبب، أصبحت هذه المطاعم من أكثر المطاعم شهرة في جدة.

<h2><strong>سفري عند مط",False,1.0542032718658447,False,False
2850,alpha_075,ar-SA,zh-CN,فيه سفري عند مطاعم طازة,3,设置一个午餐会议前一个小时提醒我的提醒,50,"

اللي عندي هو 1000000000000000000000000",False,1.0542032718658447,False,False
2850,random_zs,ar-SA,zh-CN,فيه سفري عند مطاعم طازة,3,设置一个午餐会议前一个小时提醒我的提醒,50,"

ممكن يكون عندك مشكلة في الجهاز

ممكن يكون عندك مشكلة في الجهاز

ممكن يكون عندك مشكلة في الجهاز

م",False,1.0542032718658447,False,False
13694,alpha_0,zh-CN,ar-SA,人物传记,12,علمني عن أحوال جو الرياض في الأسابيع الجاية,44,"

　　1911年，在北京出生。1928年，考入中央美术学院，师从王蒙、王蒙、",False,0.8840224742889404,False,False
13694,alpha_075,zh-CN,ar-SA,人物传记,12,علمني عن أحوال جو الرياض في الأسابيع الجاية,44,"

<strong>1.</strong>

<strong>2.</strong>

<strong>3.</strong>

<strong>4.</strong>

<strong>5.</strong>

<strong>6.</strong>

<strong>",False,0.8840224742889404,True,False
13694,random_zs,zh-CN,ar-SA,人物传记,12,علمني عن أحوال جو الرياض في الأسابيع الجاية,44,". 2019. 10. 10.

[1] 2019年10月10日，",False,0.8840224742889404,False,False
9301,alpha_0,ar-SA,zh-CN,an f m,36,启动咖啡机,56," a l e

a n d

a n

a n

a n

a n

a n

a n

a n

a n

",False,1.1236070394515991,False,False
9301,alpha_075,ar-SA,zh-CN,an f m,36,启动咖啡机,56, 1000000000000000000000000000000,False,1.1236070394515991,False,False
9301,random_zs,ar-SA,zh-CN,an f m,36,启动咖啡机,56,. 1990. 1991. 1992. 1993. 1994. ,False,1.1236070394515991,False,False
1581,alpha_0,zh-CN,ar-SA,今天的年月日是什么,0,شغل بودكاست قصة,58,"？

今天是2022年12月22日，星期四。

今天是2022年12月22",False,0.7367212772369385,True,False
1581,alpha_075,zh-CN,ar-SA,今天的年月日是什么,0,شغل بودكاست قصة,58,"؟

1999-01-01

1999-01-01

1999-01-",True,0.7367212772369385,False,False
1581,random_zs,zh-CN,ar-SA,今天的年月日是什么,0,شغل بودكاست قصة,58, <strong>100000000000000000000000000000,False,0.7367212772369385,False,False
10260,alpha_0,ar-SA,zh-CN,العبي شطرنج وياي,51,我可以在北京做什么,6,"لا

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن ان يكون العبي شطرنج و",False,1.3316631317138672,False,False
10260,alpha_075,ar-SA,zh-CN,العبي شطرنج وياي,51,我可以在北京做什么,6,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

انا من المبتدئين في اللعب بال",False,1.3316631317138672,False,False
10260,random_zs,ar-SA,zh-CN,العبي شطرنج وياي,51,我可以在北京做什么,6,"

[User 0001]

<b>عربى</b>

<b>عربى</b>

<b>عربى</b>

<b>عربى",False,1.3316631317138672,False,False
17115,alpha_0,zh-CN,ar-SA,朗读新的电子邮件列表,44,ما الفيلم الجديد الذي تعمل عليه سلاف فواخرجي,49,"，并将其添加到您的列表。

朗读新电子邮件列表，并将其添加到您的列表。

朗读新电子邮件列表，并将其添加到您的列表",False,0.6730281114578247,False,False
17115,alpha_075,zh-CN,ar-SA,朗读新的电子邮件列表,44,ما الفيلم الجديد الذي تعمل عليه سلاف فواخرجي,49," من Google Drive

Google Drive是一个云存储服务，允许用户存储和共享文件。它还允许用户创建和管理电子邮件列表。

Google Drive是一个",False,0.6730281114578247,False,False
17115,random_zs,zh-CN,ar-SA,朗读新的电子邮件列表,44,ما الفيلم الجديد الذي تعمل عليه سلاف فواخرجي,49,".

<h2><strong>1.</strong> <strong>What is the difference between a list and a list?</strong></h2>

A list is a list of items that are",False,0.6730281114578247,False,False
2258,alpha_0,ar-SA,zh-CN,هل أحتاج إلى سترة اليوم,13,输入波斯猫,43,"؟

[User 0001]

هل أحتاج إلى سترة اليوم؟

[User 0002]

لا

",False,0.9460073709487915,True,False
2258,alpha_075,ar-SA,zh-CN,هل أحتاج إلى سترة اليوم,13,输入波斯猫,43,"؟

[User 0001]

هل أحتاج إلى سترة اليوم؟

[User 0002]

I think",False,0.9460073709487915,False,False
2258,random_zs,ar-SA,zh-CN,هل أحتاج إلى سترة اليوم,13,输入波斯猫,43,"?

[User 0001]

I'm not sure if I need to wear a shirt today.
 

[User 0",False,0.9460073709487915,False,False
1904,alpha_0,zh-CN,ar-SA,给我找些赛事集锦,22,كم الساعة في الرياض,0,"，我看看。

我找了找，没有。

我找了找，没有。

我找了找，没有。

我找了",False,0.7707998752593994,False,False
1904,alpha_075,zh-CN,ar-SA,给我找些赛事集锦,22,كم الساعة في الرياض,0,"

[User 0001]

我需要一些关于足球比赛的视频，我需要一些关于足球比赛的视频，我需要一些关于",False,0.7707998752593994,False,False
1904,random_zs,zh-CN,ar-SA,给我找些赛事集锦,22,كم الساعة في الرياض,0, yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang yang,False,0.7707998752593994,True,False
12839,alpha_0,ar-SA,zh-CN,أبحر الشمالية,42,告诉我特朗普外交政策的新闻,22, في البحر الأحمر، وكنت أرى من بعيد، على شاطئ البحر الأحمر، شاطئ البحر الأحمر، شاطئ البحر الأحمر،,False,1.2524330615997314,False,False
12839,alpha_075,ar-SA,zh-CN,أبحر الشمالية,42,告诉我特朗普外交政策的新闻,22,"

أبحر الشمالية

أبحر الشمالية

أبحر الشمالية

أبحر الشمالية

أبحر الشمالية

أ",False,1.2524330615997314,False,False
12839,random_zs,ar-SA,zh-CN,أبحر الشمالية,42,告诉我特朗普外交政策的新闻,22," 2019

[User 0001]

<blockquote><b>أبوظبي:</b>

<b>أبوظبي:</b>

",False,1.2524330615997314,False,True
14891,alpha_0,zh-CN,ar-SA,那个人擅长哪个领域,49,كيف حال الطقس في مكاني,13,"？

    “我擅长什么？”

    “你擅长什么？”

    “我擅长什么？”

    “你擅长什么？”

    “",False,0.7559223771095276,False,False
14891,alpha_075,zh-CN,ar-SA,那个人擅长哪个领域,49,كيف حال الطقس في مكاني,13,"？

　　他擅长什么？

　　他擅长什么？

　　他擅长什么？

　　他擅长什么？

　　他擅长什么？

",False,0.7559223771095276,False,False
14891,random_zs,zh-CN,ar-SA,那个人擅长哪个领域,49,كيف حال الطقس في مكاني,13,"?

[User 0001]

I'm trying to translate this sentence:

""He is a man who is good at everything.""",False,0.7559223771095276,False,False
11259,alpha_0,ar-SA,zh-CN,انتقل إلى المدونة الصوتية التالية,58,如果有表演活动请删除它,53,":

* <strong>المدونة الصوتية 1</strong>
* <strong>المدونة الصوتية 2</strong>
* <strong>المدونة",False,1.1323800086975098,True,False
11259,alpha_075,ar-SA,zh-CN,انتقل إلى المدونة الصوتية التالية,58,如果有表演活动请删除它,53,"

<h2><strong>المدونة الصوتية</strong></h2>

<strong>المدونة الصوتية</strong> هي مدونة صوتية أو مدونة صوتية هي مدونة صوت",False,1.1323800086975098,True,False
11259,random_zs,ar-SA,zh-CN,انتقل إلى المدونة الصوتية التالية,58,如果有表演活动请删除它,53,":

* <strong>1.</strong> <strong>الاستماع إلى الموسيقى</strong>
* <strong>2.</strong> <strong>الاستماع إلى الموس",False,1.1323800086975098,False,False
5614,alpha_0,zh-CN,ar-SA,现在收音机里在播什么,57,ما هو القفطان,26,"？

收音机里播什么？

收音机里播什么？

收音机里播什么？

收音机里播什么",False,0.7180729508399963,False,False
5614,alpha_075,zh-CN,ar-SA,现在收音机里在播什么,57,ما هو القفطان,26,"؟

[User 0001]

<blockquote><b>现在收音机里在播什么？</b>

<b>
</b>
<b>
</b>
",False,0.7180729508399963,False,False
5614,random_zs,zh-CN,ar-SA,现在收音机里在播什么,57,ما هو القفطان,26,"

[User 0001]

I'm looking for a song that I heard on the radio a few weeks ago. It was a song",False,0.7180729508399963,True,False
1308,alpha_0,ar-SA,zh-CN,الحصول على توقعات المناخ اليوم هنا,13,你快乐吗,12, في موقعنا، حيث نقدم لكم كل ما يتعلق بالطقس في جميع أنحاء العالم، حيث نقدم لكم توقعات الطقس اليوم,False,1.083770990371704,False,False
1308,alpha_075,ar-SA,zh-CN,الحصول على توقعات المناخ اليوم هنا,13,你快乐吗,12,"

<h2><strong>الطقس اليوم في مدينة نيس</strong></h2>

تتوقع هيئة الطقس أن تكون <strong>الطقس اليوم في مدينة",False,1.083770990371704,True,False
1308,random_zs,ar-SA,zh-CN,الحصول على توقعات المناخ اليوم هنا,13,你快乐吗,12,"

<h2><strong>Теория</strong></h2>

<strong>Теория</strong>

<strong>Теория</strong>

<strong>Теория</strong>

<strong>Теория</strong>",False,1.083770990371704,False,False
11490,alpha_0,zh-CN,ar-SA,播放播客的下一个节目,58,ذكرني أسوي حاجة بعدين,50,"，或者在播放器中播放下一首歌曲。

播放器是播放器，可以播放音乐，播客，视频，音频文件，播客",False,0.7380909323692322,False,False
11490,alpha_075,zh-CN,ar-SA,播放播客的下一个节目,58,ذكرني أسوي حاجة بعدين,50," هو برنامج ""The Big Picture"" من ""The New Yorker"" ، الذي يقدم موضوعات مختلفة من خلال قصص قصيرة.

The Big Picture is",True,0.7380909323692322,True,False
11490,random_zs,zh-CN,ar-SA,播放播客的下一个节目,58,ذكرني أسوي حاجة بعدين,50,", 100% free, no registration required.
English: Play the next episode, 100% free, no registration required.",False,0.7380909323692322,True,False
16354,alpha_0,ar-SA,zh-CN,شوف اذا فيه ايميلات من مديري,44,开启智能插头,24," المنتدى
انا ايميل من مديري المنتدى
انا ايميل من مديري المنتدى
انا ايميل من مديري المنتدى",False,0.9213059544563293,False,False
16354,alpha_075,ar-SA,zh-CN,شوف اذا فيه ايميلات من مديري,44,开启智能插头,24,，就不要用，用自己的邮箱，用自己的名字，用自己的地址，用自己的电话，用自己的身份证，用自己的户口本，用,True,0.9213059544563293,False,False
16354,random_zs,ar-SA,zh-CN,شوف اذا فيه ايميلات من مديري,44,开启智能插头,24,".

<h2><strong>1.</strong> <strong>الاستماع</strong></h2>

الاستماع هو أحد أهم المهارات التي يجب أن تتعلمها الطالب",False,0.9213059544563293,False,False
4780,alpha_0,zh-CN,ar-SA,今年我的生日六月二十七日是星期几,0,شلون طالع اليوم,12,"？

星期六

今年我的生日六月二十七日是星期几？

星期六

今年我的生日六月二十七日是星期几？

",False,0.8445944786071777,False,False
4780,alpha_075,zh-CN,ar-SA,今年我的生日六月二十七日是星期几,0,شلون طالع اليوم,12,"؟

今年我的生日六月二十七日是星期几？

今年我的生日六月二十七日是星期几？

今年我的生日六月二十七",False,0.8445944786071777,False,False
4780,random_zs,zh-CN,ar-SA,今年我的生日六月二十七日是星期几,0,شلون طالع اليوم,12,"
English: What is the day of the week on June 27, 2019? What is the day of the week on June",False,0.8445944786071777,True,False
12724,alpha_0,ar-SA,zh-CN,قطار تذكرة الدمام,2,删除所有,53, من أهم قطارات المملكة العربية السعودية التي تخدم العديد من المدن والبلدات في المملكة، حيث أن هذا القطار يخدم العديد من المدن في المملكة,False,0.9191333651542664,False,False
12724,alpha_075,ar-SA,zh-CN,قطار تذكرة الدمام,2,删除所有,53, 1000000000000000000000000000000,False,0.9191333651542664,False,False
12724,random_zs,ar-SA,zh-CN,قطار تذكرة الدمام,2,删除所有,53,"- 10/11/2019

[User 0001]

<b><b><b><b><b><b><b><b><b><b>",False,0.9191333651542664,False,False
16385,alpha_0,zh-CN,ar-SA,请帮我朗读新电子邮件,44,هات لي آخر سعر حق أسهم الراجحي,22,"，谢谢！

Dear Mr. Smith,

I am writing to you to ask for your help. I am a student at the University of California, Berkeley",False,0.6447461247444153,False,False
16385,alpha_075,zh-CN,ar-SA,请帮我朗读新电子邮件,44,هات لي آخر سعر حق أسهم الراجحي,22,"

[User 0001]

Hi,

I'm trying to learn how to read emails in English. I'm not sure if",False,0.6447461247444153,False,False
16385,random_zs,zh-CN,ar-SA,请帮我朗读新电子邮件,44,هات لي آخر سعر حق أسهم الراجحي,22,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""Please help me with my new email",False,0.6447461247444153,False,False
884,alpha_0,ar-SA,zh-CN,حط منبه على ثمنية الصبح,48,婚礼祝福,47,، وامنح نفسك فرصة للراحة والاسترخاء، وامنح نفسك فرصة للراحة والاسترخاء، وامنح نفسك,False,1.1316837072372437,False,False
884,alpha_075,ar-SA,zh-CN,حط منبه على ثمنية الصبح,48,婚礼祝福,47,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن أن أقول ""حط منبه على",False,1.1316837072372437,False,True
884,random_zs,ar-SA,zh-CN,حط منبه على ثمنية الصبح,48,婚礼祝福,47,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""I'm going to put a",False,1.1316837072372437,False,True
3,alpha_0,zh-CN,ar-SA,安静,46,قطار جدة,42,"的夜晚，

在夜色中，

我静静的听着，

你轻轻的呼吸，

我静静的想着，

你轻轻的微笑",False,0.9094664454460144,False,False
3,alpha_075,zh-CN,ar-SA,安静,46,قطار جدة,42," ليلتي في حديقة الحيوان

الحديقة الحيوان في مدينة نيويورك

الحديقة الحيوان في مدينة نيويورك

",True,0.9094664454460144,False,False
3,random_zs,zh-CN,ar-SA,安静,46,قطار جدة,42,A <strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong><strong>,False,0.9094664454460144,False,False
443,alpha_0,ar-SA,zh-CN,ارفع الصوت,14,显示可用的灯光颜色,1," و اربط نفسك في هذا المسرح المثير للاهتمام!

تتضمن هذه اللعبة:

- 10000",False,0.931149959564209,False,False
443,alpha_075,ar-SA,zh-CN,ارفع الصوت,14,显示可用的灯光颜色,1,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""I'm going to raise the",False,0.931149959564209,False,False
443,random_zs,ar-SA,zh-CN,ارفع الصوت,14,显示可用的灯光颜色,1,", 100000000000000000000000000000",False,0.931149959564209,False,False
2350,alpha_0,zh-CN,ar-SA,在这个房屋深的颜色替浅色,1,امسح العنصر من القائمة,53,，在室内设计中，深色是不可或缺的。深色可以使空间更加温暖，更具吸引力。但是，深色也,False,0.7002573609352112,True,False
2350,alpha_075,zh-CN,ar-SA,在这个房屋深的颜色替浅色,1,امسح العنصر من القائمة,53," و رنگ های روشن را انتخاب کنید. این رنگ ها به شما کمک می کند تا اتاق را بزرگتر و روشن تر نشان دهید.

<h2>رنگ های اتاق",True,0.7002573609352112,True,False
2350,random_zs,zh-CN,ar-SA,在这个房屋深的颜色替浅色,1,امسح العنصر من القائمة,53, 100% 涤棉 100% 涤棉 100% 涤棉 100% 涤棉,False,0.7002573609352112,False,False
726,alpha_0,ar-SA,zh-CN,تلخيص تفاصيل الطقس الأسبوع,13,我附近有什么餐馆,19, المقبل في المملكة العربية السعودية، حيث ستكون الأيام المقبلة من الأيام الباردة، حيث ستكون درجات الحرارة في بعض المناطق منخفض,False,1.0699697732925415,True,False
726,alpha_075,ar-SA,zh-CN,تلخيص تفاصيل الطقس الأسبوع,13,我附近有什么餐馆,19," 10-16-2022

[User 0001]

<b>الطقس في السعودية</b>

<b>الطق",False,1.0699697732925415,True,False
726,random_zs,ar-SA,zh-CN,تلخيص تفاصيل الطقس الأسبوع,13,我附近有什么餐馆,19," 10.06.2022

[User 0001]

<b><b><b><b><b><b><b><b><b><b><b>",False,1.0699697732925415,False,False
6572,alpha_0,zh-CN,ar-SA,你有男朋友吗,12,an f m,36,"？

你男朋友是怎样的人？

你男朋友是怎样的人？

你男朋友是怎样的人？

你男朋友是怎样的人？

你男朋友",False,0.9219517707824707,True,False
6572,alpha_075,zh-CN,ar-SA,你有男朋友吗,12,an f m,36,"?
English: do you have a boyfriend?",False,0.9219517707824707,False,False
6572,random_zs,zh-CN,ar-SA,你有男朋友吗,12,an f m,36,"?

[User 0001]

I'm not sure if this is the right place to post this, but I'm looking for",False,0.9219517707824707,False,False
7596,alpha_0,ar-SA,zh-CN,please ضف لي اجتماع في مقهى بلكونة ورد الظهر مع مهند,50,火鸡,9,"س المبيعات في شركة أونلاين للتكنولوجيا

I am a student of the University of Technology in Baghdad, and I am looking for a",False,0.5932158827781677,False,False
7596,alpha_075,ar-SA,zh-CN,please ضف لي اجتماع في مقهى بلكونة ورد الظهر مع مهند,50,火鸡,9,"斯，我需要你的帮助。

I need your help. Please meet me at the cafe in the afternoon.

I need your help. Please meet me",True,0.5932158827781677,True,False
7596,random_zs,ar-SA,zh-CN,please ضف لي اجتماع في مقهى بلكونة ورد الظهر مع مهند,50,火鸡,9,"س.

please ضف لي اجتماع في مقهى بلكونة ورد الظهر مع مهندس.

please ضف لي اجتماع في مق",False,0.5932158827781677,True,False
12685,alpha_0,zh-CN,ar-SA,现在的交通怎么样,11,تعتقد يلزمني أروح المسرح اليوم,12,"了？

现在交通怎么样了？

现在交通怎么样了？

现在交通怎么样了？

现在交通怎么样了？

现在交通怎么样了？",False,0.8148975968360901,True,False
12685,alpha_075,zh-CN,ar-SA,现在的交通怎么样,11,تعتقد يلزمني أروح المسرح اليوم,12,"؟

[User 0001]

<blockquote><b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
",True,0.8148975968360901,False,False
12685,random_zs,zh-CN,ar-SA,现在的交通怎么样,11,تعتقد يلزمني أروح المسرح اليوم,12,"?

[User 0001]

I'm trying to translate the following sentence:

""The traffic is very bad.""

I'",False,0.8148975968360901,False,True
11067,alpha_0,ar-SA,zh-CN,ظيف البرتقال لقائمة البقالة لو سمحت,21,给我订一张去上海的火车票,2,"

[User 0001]

<b>ظيف البرتقال لقائمة البقالة لو سمحت</b>

<b>ظيف البرتقال",False,1.0226649045944214,False,False
11067,alpha_075,ar-SA,zh-CN,ظيف البرتقال لقائمة البقالة لو سمحت,21,给我订一张去上海的火车票,2,"

[User 0001]

<blockquote><b>البرتقال</b>

<b>البرتقال</b> هو ثمرة من الفواكه الحم",False,1.0226649045944214,False,False
11067,random_zs,ar-SA,zh-CN,ظيف البرتقال لقائمة البقالة لو سمحت,21,给我订一张去上海的火车票,2,".

<h2><strong>1.</strong> <strong>ظيف البرتقال</strong></h2>

ظيف البرتقال هو نوع من أنواع البرتقال التي يتميز",False,1.0226649045944214,False,False
12066,alpha_0,zh-CN,ar-SA,我附近有什么商店,19,اكتم الصوت لمدة ساعة,46,"可以买到？

我附近有，但是我也不知道叫什么，我记得是叫什么“大宝”的，我记得是叫什么“",False,0.6810100078582764,True,False
12066,alpha_075,zh-CN,ar-SA,我附近有什么商店,19,اكتم الصوت لمدة ساعة,46,"؟

[User 0001]

I'm in the area of the city of <b><u><b><u><b><u><b><u><b><u>",True,0.6810100078582764,False,False
12066,random_zs,zh-CN,ar-SA,我附近有什么商店,19,اكتم الصوت لمدة ساعة,46,"؟
English: What is the meaning of the word ""shop""?
I'm looking for a shop that sells clothes.
I'm looking",True,0.6810100078582764,False,False
15094,alpha_0,ar-SA,zh-CN,ابحث عن عدد الأشخاص الذين يعيشون في مدينة جدة بالسعودية,49,我附近有什么餐馆,19,، حيث تعد مدينة جدة من أهم المدن السعودية التي تقع في المملكة العربية السعودية، وتعتبر من المدن الكبرى في المملكة، وتعد من المدن التي,False,0.8481976389884949,True,False
15094,alpha_075,ar-SA,zh-CN,ابحث عن عدد الأشخاص الذين يعيشون في مدينة جدة بالسعودية,49,我附近有什么餐馆,19,，جدة هي مدينة سعودية تقع في المملكة العربية السعودية، وتعتبر من أهم المدن السعودية، وتشتهر بالعديد من المعالم السياحية,False,0.8481976389884949,True,False
15094,random_zs,ar-SA,zh-CN,ابحث عن عدد الأشخاص الذين يعيشون في مدينة جدة بالسعودية,49,我附近有什么餐馆,19,".

<h2><strong>أرقام سكان جدة</strong></h2>

تعد جدة من أهم المدن السعودية التي تقع في المملكة العربية السعودية، وتعتبر من",False,0.8481976389884949,True,False
10590,alpha_0,zh-CN,ar-SA,删除清单上的第二个行,53,كرر قائمة التسوق حقي لو سمحت,59,"，然后在列表中添加一个新行。

<code><code>// Delete the second row from the list
var list = document.getElementById(""list"");
",False,0.6970540881156921,True,False
10590,alpha_075,zh-CN,ar-SA,删除清单上的第二个行,53,كرر قائمة التسوق حقي لو سمحت,59,"

[User 0001]

Hi,

I have a list of items in a column. I want to delete the second row from the",False,0.6970540881156921,True,False
10590,random_zs,zh-CN,ar-SA,删除清单上的第二个行,53,كرر قائمة التسوق حقي لو سمحت,59,"

[User 0001]

I have a list of items that I want to delete the second item from. I have tried to use the",False,0.6970540881156921,True,False
8975,alpha_0,ar-SA,zh-CN,ما هو موعد اجتماع اليوم,32,请用微博发吐槽中国电信客服很差,47," في السعودية؟

تعد السعودية من الدول العربية التي تفتخر بوجود العديد من المراكز والمحافظات التي توجد بها العديد من الم",False,0.9179176092147827,False,False
8975,alpha_075,ar-SA,zh-CN,ما هو موعد اجتماع اليوم,32,请用微博发吐槽中国电信客服很差,47," 2022

<h2>ما هو موعد اجتماع اليوم 2022</h2>

تعتبر الاجتماعات من أهم الأنشطة التي يقوم",False,0.9179176092147827,True,False
8975,random_zs,ar-SA,zh-CN,ما هو موعد اجتماع اليوم,32,请用微博发吐槽中国电信客服很差,47,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن أن يكون موعد اجتماع في اللغة العربية",False,0.9179176092147827,False,False
2414,alpha_0,zh-CN,ar-SA,我想点一个迈克尔披萨店的披萨,16,ما هو فرسخ,49,，但是我不能找到它。我尝试了所有可能的搜索，但没有找到它。我甚至尝试了“迈克尔披萨”和“,False,0.6440176963806152,False,False
2414,alpha_075,zh-CN,ar-SA,我想点一个迈克尔披萨店的披萨,16,ما هو فرسخ,49,"

我想要一个披萨

我想点一个披萨

我想点一个披萨

我想点一个披萨

我想点一个披萨

我想",False,0.6440176963806152,True,False
2414,random_zs,zh-CN,ar-SA,我想点一个迈克尔披萨店的披萨,16,ما هو فرسخ,49,"

I want a Michael's pizza

I want a Michael's pizza

I want a Michael's pizza

I want a Michael's pizza",False,0.6440176963806152,True,False
14742,alpha_0,ar-SA,zh-CN,ما أخبار الريال السعودي الآن,10,有关于照明新闻的新邮件吗,44,"؟

[User 0001]

<blockquote><b>الريال السعودي يعلن عن استقالته من منصبه</b>

أعلن",False,0.968357503414154,False,False
14742,alpha_075,ar-SA,zh-CN,ما أخبار الريال السعودي الآن,10,有关于照明新闻的新邮件吗,44,"？

[User 0001]

<blockquote><b>الريال السعودي يواصل صعوده</b>

<b>الريال السعودي ي",False,0.968357503414154,False,False
14742,random_zs,ar-SA,zh-CN,ما أخبار الريال السعودي الآن,10,有关于照明新闻的新邮件吗,44,"

[User 0001]

<blockquote><b>الريال السعودي يرتفع إلى 30.50 ريال</b>

<b>ال",False,0.968357503414154,False,False
9902,alpha_0,zh-CN,ar-SA,请随机播放一个与爱有关的有声读物,20,هل يمكنك روية روسيا من ألاسكا,49,"，然后请大家一起读。

请大家一起读。

请大家一起读。

请大家一起读。

请大家一起读。

",False,0.7572059631347656,False,False
9902,alpha_075,zh-CN,ar-SA,请随机播放一个与爱有关的有声读物,20,هل يمكنك روية روسيا من ألاسكا,49,"

<strong>1.</strong>

<strong>2.</strong>

<strong>3.</strong>

<strong>4.</strong>

<strong>5.</strong>

<strong>6.</strong>

<strong>",False,0.7572059631347656,False,False
