example_id,concept_id,C_entity,C_country,C_continent,C_language,source_entity_id,source_country_id,provenance_url,factual_source,S_family,S_variant,text,C_split,S_split,generator,prompt_version,generation_seed
capital-055-declarative,capital-055,Canberra,Australia,Oceania,English,http://www.wikidata.org/entity/Q3114,http://www.wikidata.org/entity/Q408,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q408,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Canberra is in Australia, a country in Oceania where English is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-055-question,capital-055,Canberra,Australia,Oceania,English,http://www.wikidata.org/entity/Q3114,http://www.wikidata.org/entity/Q408,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q408,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Canberra? Answer: Australia; Oceania; English.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-055-paraphrase,capital-055,Canberra,Australia,Oceania,English,http://www.wikidata.org/entity/Q3114,http://www.wikidata.org/entity/Q408,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q408,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Canberra: country=Australia; continent=Oceania; official language=English.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-055-formal,capital-055,Canberra,Australia,Oceania,English,http://www.wikidata.org/entity/Q3114,http://www.wikidata.org/entity/Q408,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q408,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Canberra. Country: Australia. Continent: Oceania. Official language: English.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-055-structured,capital-055,Canberra,Australia,Oceania,English,http://www.wikidata.org/entity/Q3114,http://www.wikidata.org/entity/Q408,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q408,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Oceania"", ""country"": ""Australia"", ""entity"": ""Canberra"", ""language"": ""English""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-056-declarative,capital-056,Buenos Aires,Argentina,South America,Spanish,http://www.wikidata.org/entity/Q1486,http://www.wikidata.org/entity/Q414,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q414,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Buenos Aires is in Argentina, a country in South America where Spanish is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-056-question,capital-056,Buenos Aires,Argentina,South America,Spanish,http://www.wikidata.org/entity/Q1486,http://www.wikidata.org/entity/Q414,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q414,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Buenos Aires? Answer: Argentina; South America; Spanish.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-056-paraphrase,capital-056,Buenos Aires,Argentina,South America,Spanish,http://www.wikidata.org/entity/Q1486,http://www.wikidata.org/entity/Q414,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q414,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Buenos Aires: country=Argentina; continent=South America; official language=Spanish.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-056-formal,capital-056,Buenos Aires,Argentina,South America,Spanish,http://www.wikidata.org/entity/Q1486,http://www.wikidata.org/entity/Q414,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q414,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Buenos Aires. Country: Argentina. Continent: South America. Official language: Spanish.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-056-structured,capital-056,Buenos Aires,Argentina,South America,Spanish,http://www.wikidata.org/entity/Q1486,http://www.wikidata.org/entity/Q414,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q414,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""South America"", ""country"": ""Argentina"", ""entity"": ""Buenos Aires"", ""language"": ""Spanish""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-057-declarative,capital-057,Lima,Peru,South America,Spanish,http://www.wikidata.org/entity/Q2868,http://www.wikidata.org/entity/Q419,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q419,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Lima is in Peru, a country in South America where Spanish is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-057-question,capital-057,Lima,Peru,South America,Spanish,http://www.wikidata.org/entity/Q2868,http://www.wikidata.org/entity/Q419,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q419,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Lima? Answer: Peru; South America; Spanish.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-057-paraphrase,capital-057,Lima,Peru,South America,Spanish,http://www.wikidata.org/entity/Q2868,http://www.wikidata.org/entity/Q419,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q419,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Lima: country=Peru; continent=South America; official language=Spanish.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-057-formal,capital-057,Lima,Peru,South America,Spanish,http://www.wikidata.org/entity/Q2868,http://www.wikidata.org/entity/Q419,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q419,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Lima. Country: Peru. Continent: South America. Official language: Spanish.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-057-structured,capital-057,Lima,Peru,South America,Spanish,http://www.wikidata.org/entity/Q2868,http://www.wikidata.org/entity/Q419,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q419,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""South America"", ""country"": ""Peru"", ""entity"": ""Lima"", ""language"": ""Spanish""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-058-declarative,capital-058,Pyongyang,North Korea,Asia,Korean,http://www.wikidata.org/entity/Q18808,http://www.wikidata.org/entity/Q423,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q423,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Pyongyang is in North Korea, a country in Asia where Korean is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-058-question,capital-058,Pyongyang,North Korea,Asia,Korean,http://www.wikidata.org/entity/Q18808,http://www.wikidata.org/entity/Q423,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q423,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Pyongyang? Answer: North Korea; Asia; Korean.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-058-paraphrase,capital-058,Pyongyang,North Korea,Asia,Korean,http://www.wikidata.org/entity/Q18808,http://www.wikidata.org/entity/Q423,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q423,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Pyongyang: country=North Korea; continent=Asia; official language=Korean.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-058-formal,capital-058,Pyongyang,North Korea,Asia,Korean,http://www.wikidata.org/entity/Q18808,http://www.wikidata.org/entity/Q423,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q423,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Pyongyang. Country: North Korea. Continent: Asia. Official language: Korean.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-058-structured,capital-058,Pyongyang,North Korea,Asia,Korean,http://www.wikidata.org/entity/Q18808,http://www.wikidata.org/entity/Q423,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q423,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""North Korea"", ""entity"": ""Pyongyang"", ""language"": ""Korean""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-059-declarative,capital-059,Phnom Penh,Cambodia,Asia,Khmer,http://www.wikidata.org/entity/Q1850,http://www.wikidata.org/entity/Q424,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q424,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Phnom Penh is in Cambodia, a country in Asia where Khmer is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-059-question,capital-059,Phnom Penh,Cambodia,Asia,Khmer,http://www.wikidata.org/entity/Q1850,http://www.wikidata.org/entity/Q424,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q424,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Phnom Penh? Answer: Cambodia; Asia; Khmer.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-059-paraphrase,capital-059,Phnom Penh,Cambodia,Asia,Khmer,http://www.wikidata.org/entity/Q1850,http://www.wikidata.org/entity/Q424,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q424,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Phnom Penh: country=Cambodia; continent=Asia; official language=Khmer.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-059-formal,capital-059,Phnom Penh,Cambodia,Asia,Khmer,http://www.wikidata.org/entity/Q1850,http://www.wikidata.org/entity/Q424,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q424,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Phnom Penh. Country: Cambodia. Continent: Asia. Official language: Khmer.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-059-structured,capital-059,Phnom Penh,Cambodia,Asia,Khmer,http://www.wikidata.org/entity/Q1850,http://www.wikidata.org/entity/Q424,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q424,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Cambodia"", ""entity"": ""Phnom Penh"", ""language"": ""Khmer""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-060-declarative,capital-060,Dili,Timor-Leste,Asia,Portuguese,http://www.wikidata.org/entity/Q9310,http://www.wikidata.org/entity/Q574,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q574,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Dili is in Timor-Leste, a country in Asia where Portuguese is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-060-question,capital-060,Dili,Timor-Leste,Asia,Portuguese,http://www.wikidata.org/entity/Q9310,http://www.wikidata.org/entity/Q574,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q574,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Dili? Answer: Timor-Leste; Asia; Portuguese.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-060-paraphrase,capital-060,Dili,Timor-Leste,Asia,Portuguese,http://www.wikidata.org/entity/Q9310,http://www.wikidata.org/entity/Q574,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q574,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Dili: country=Timor-Leste; continent=Asia; official language=Portuguese.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-060-formal,capital-060,Dili,Timor-Leste,Asia,Portuguese,http://www.wikidata.org/entity/Q9310,http://www.wikidata.org/entity/Q574,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q574,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Dili. Country: Timor-Leste. Continent: Asia. Official language: Portuguese.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-060-structured,capital-060,Dili,Timor-Leste,Asia,Portuguese,http://www.wikidata.org/entity/Q9310,http://www.wikidata.org/entity/Q574,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q574,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""Timor-Leste"", ""entity"": ""Dili"", ""language"": ""Portuguese""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-061-declarative,capital-061,N'Djamena,Chad,Africa,French,http://www.wikidata.org/entity/Q3659,http://www.wikidata.org/entity/Q657,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q657,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"N'Djamena is in Chad, a country in Africa where French is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-061-question,capital-061,N'Djamena,Chad,Africa,French,http://www.wikidata.org/entity/Q3659,http://www.wikidata.org/entity/Q657,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q657,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to N'Djamena? Answer: Chad; Africa; French.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-061-paraphrase,capital-061,N'Djamena,Chad,Africa,French,http://www.wikidata.org/entity/Q3659,http://www.wikidata.org/entity/Q657,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q657,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For N'Djamena: country=Chad; continent=Africa; official language=French.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-061-formal,capital-061,N'Djamena,Chad,Africa,French,http://www.wikidata.org/entity/Q3659,http://www.wikidata.org/entity/Q657,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q657,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: N'Djamena. Country: Chad. Continent: Africa. Official language: French.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-061-structured,capital-061,N'Djamena,Chad,Africa,French,http://www.wikidata.org/entity/Q3659,http://www.wikidata.org/entity/Q657,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q657,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Africa"", ""country"": ""Chad"", ""entity"": ""N'Djamena"", ""language"": ""French""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-062-declarative,capital-062,Wellington,New Zealand,Oceania,English,http://www.wikidata.org/entity/Q23661,http://www.wikidata.org/entity/Q664,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q664,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Wellington is in New Zealand, a country in Oceania where English is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-062-question,capital-062,Wellington,New Zealand,Oceania,English,http://www.wikidata.org/entity/Q23661,http://www.wikidata.org/entity/Q664,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q664,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Wellington? Answer: New Zealand; Oceania; English.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-062-paraphrase,capital-062,Wellington,New Zealand,Oceania,English,http://www.wikidata.org/entity/Q23661,http://www.wikidata.org/entity/Q664,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q664,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Wellington: country=New Zealand; continent=Oceania; official language=English.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-062-formal,capital-062,Wellington,New Zealand,Oceania,English,http://www.wikidata.org/entity/Q23661,http://www.wikidata.org/entity/Q664,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q664,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Wellington. Country: New Zealand. Continent: Oceania. Official language: English.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-062-structured,capital-062,Wellington,New Zealand,Oceania,English,http://www.wikidata.org/entity/Q23661,http://www.wikidata.org/entity/Q664,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q664,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Oceania"", ""country"": ""New Zealand"", ""entity"": ""Wellington"", ""language"": ""English""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-063-declarative,capital-063,New Delhi,India,Asia,Hindi,http://www.wikidata.org/entity/Q987,http://www.wikidata.org/entity/Q668,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q668,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"New Delhi is in India, a country in Asia where Hindi is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-063-question,capital-063,New Delhi,India,Asia,Hindi,http://www.wikidata.org/entity/Q987,http://www.wikidata.org/entity/Q668,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q668,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to New Delhi? Answer: India; Asia; Hindi.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-063-paraphrase,capital-063,New Delhi,India,Asia,Hindi,http://www.wikidata.org/entity/Q987,http://www.wikidata.org/entity/Q668,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q668,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For New Delhi: country=India; continent=Asia; official language=Hindi.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-063-formal,capital-063,New Delhi,India,Asia,Hindi,http://www.wikidata.org/entity/Q987,http://www.wikidata.org/entity/Q668,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q668,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: New Delhi. Country: India. Continent: Asia. Official language: Hindi.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-063-structured,capital-063,New Delhi,India,Asia,Hindi,http://www.wikidata.org/entity/Q987,http://www.wikidata.org/entity/Q668,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q668,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Asia"", ""country"": ""India"", ""entity"": ""New Delhi"", ""language"": ""Hindi""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-064-declarative,capital-064,Funafuti,Tuvalu,Insular Oceania,English,http://www.wikidata.org/entity/Q34126,http://www.wikidata.org/entity/Q672,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q672,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Funafuti is in Tuvalu, a country in Insular Oceania where English is an official language.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-064-question,capital-064,Funafuti,Tuvalu,Insular Oceania,English,http://www.wikidata.org/entity/Q34126,http://www.wikidata.org/entity/Q672,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q672,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Funafuti? Answer: Tuvalu; Insular Oceania; English.",C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-064-paraphrase,capital-064,Funafuti,Tuvalu,Insular Oceania,English,http://www.wikidata.org/entity/Q34126,http://www.wikidata.org/entity/Q672,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q672,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Funafuti: country=Tuvalu; continent=Insular Oceania; official language=English.,C_train,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-064-formal,capital-064,Funafuti,Tuvalu,Insular Oceania,English,http://www.wikidata.org/entity/Q34126,http://www.wikidata.org/entity/Q672,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q672,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Funafuti. Country: Tuvalu. Continent: Insular Oceania. Official language: English.,C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-064-structured,capital-064,Funafuti,Tuvalu,Insular Oceania,English,http://www.wikidata.org/entity/Q34126,http://www.wikidata.org/entity/Q672,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q672,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Insular Oceania"", ""country"": ""Tuvalu"", ""entity"": ""Funafuti"", ""language"": ""English""}",C_train,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-072-declarative,capital-072,Palikir,Federated States of Micronesia,Oceania,English,http://www.wikidata.org/entity/Q42751,http://www.wikidata.org/entity/Q702,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q702,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Palikir is in Federated States of Micronesia, a country in Oceania where English is an official language.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-072-question,capital-072,Palikir,Federated States of Micronesia,Oceania,English,http://www.wikidata.org/entity/Q42751,http://www.wikidata.org/entity/Q702,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q702,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Palikir? Answer: Federated States of Micronesia; Oceania; English.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-072-paraphrase,capital-072,Palikir,Federated States of Micronesia,Oceania,English,http://www.wikidata.org/entity/Q42751,http://www.wikidata.org/entity/Q702,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q702,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Palikir: country=Federated States of Micronesia; continent=Oceania; official language=English.,C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-072-formal,capital-072,Palikir,Federated States of Micronesia,Oceania,English,http://www.wikidata.org/entity/Q42751,http://www.wikidata.org/entity/Q702,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q702,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Palikir. Country: Federated States of Micronesia. Continent: Oceania. Official language: English.,C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-072-structured,capital-072,Palikir,Federated States of Micronesia,Oceania,English,http://www.wikidata.org/entity/Q42751,http://www.wikidata.org/entity/Q702,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q702,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Oceania"", ""country"": ""Federated States of Micronesia"", ""entity"": ""Palikir"", ""language"": ""English""}",C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-074-declarative,capital-074,South Tarawa,Kiribati,Insular Oceania,English,http://www.wikidata.org/entity/Q131233,http://www.wikidata.org/entity/Q710,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q710,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"South Tarawa is in Kiribati, a country in Insular Oceania where English is an official language.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-074-question,capital-074,South Tarawa,Kiribati,Insular Oceania,English,http://www.wikidata.org/entity/Q131233,http://www.wikidata.org/entity/Q710,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q710,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to South Tarawa? Answer: Kiribati; Insular Oceania; English.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-074-paraphrase,capital-074,South Tarawa,Kiribati,Insular Oceania,English,http://www.wikidata.org/entity/Q131233,http://www.wikidata.org/entity/Q710,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q710,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For South Tarawa: country=Kiribati; continent=Insular Oceania; official language=English.,C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-074-formal,capital-074,South Tarawa,Kiribati,Insular Oceania,English,http://www.wikidata.org/entity/Q131233,http://www.wikidata.org/entity/Q710,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q710,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: South Tarawa. Country: Kiribati. Continent: Insular Oceania. Official language: English.,C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-074-structured,capital-074,South Tarawa,Kiribati,Insular Oceania,English,http://www.wikidata.org/entity/Q131233,http://www.wikidata.org/entity/Q710,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q710,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Insular Oceania"", ""country"": ""Kiribati"", ""entity"": ""South Tarawa"", ""language"": ""English""}",C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-076-declarative,capital-076,Suva,Fiji,Insular Oceania,English,http://www.wikidata.org/entity/Q38807,http://www.wikidata.org/entity/Q712,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q712,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Suva is in Fiji, a country in Insular Oceania where English is an official language.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-076-question,capital-076,Suva,Fiji,Insular Oceania,English,http://www.wikidata.org/entity/Q38807,http://www.wikidata.org/entity/Q712,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q712,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Suva? Answer: Fiji; Insular Oceania; English.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-076-paraphrase,capital-076,Suva,Fiji,Insular Oceania,English,http://www.wikidata.org/entity/Q38807,http://www.wikidata.org/entity/Q712,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q712,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Suva: country=Fiji; continent=Insular Oceania; official language=English.,C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-076-formal,capital-076,Suva,Fiji,Insular Oceania,English,http://www.wikidata.org/entity/Q38807,http://www.wikidata.org/entity/Q712,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q712,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Suva. Country: Fiji. Continent: Insular Oceania. Official language: English.,C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-076-structured,capital-076,Suva,Fiji,Insular Oceania,English,http://www.wikidata.org/entity/Q38807,http://www.wikidata.org/entity/Q712,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q712,Wikidata SPARQL snapshot (2026-08-25),structured,v1,"{""continent"": ""Insular Oceania"", ""country"": ""Fiji"", ""entity"": ""Suva"", ""language"": ""English""}",C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
capital-079-declarative,capital-079,Asunción,Paraguay,South America,Spanish,http://www.wikidata.org/entity/Q2933,http://www.wikidata.org/entity/Q733,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q733,Wikidata SPARQL snapshot (2026-08-25),declarative,v1,"Asunción is in Paraguay, a country in South America where Spanish is an official language.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-079-question,capital-079,Asunción,Paraguay,South America,Spanish,http://www.wikidata.org/entity/Q2933,http://www.wikidata.org/entity/Q733,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q733,Wikidata SPARQL snapshot (2026-08-25),question,v1,"Which country, continent, and official language correspond to Asunción? Answer: Paraguay; South America; Spanish.",C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-079-paraphrase,capital-079,Asunción,Paraguay,South America,Spanish,http://www.wikidata.org/entity/Q2933,http://www.wikidata.org/entity/Q733,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q733,Wikidata SPARQL snapshot (2026-08-25),paraphrase,v1,For Asunción: country=Paraguay; continent=South America; official language=Spanish.,C_val,S_train,code/generate_cs_dataset.py,template-v1,20260825
capital-079-formal,capital-079,Asunción,Paraguay,South America,Spanish,http://www.wikidata.org/entity/Q2933,http://www.wikidata.org/entity/Q733,https://www.wikidata.org/wiki/http://www.wikidata.org/entity/Q733,Wikidata SPARQL snapshot (2026-08-25),formal,v1,Entity: Asunción. Country: Paraguay. Continent: South America. Official language: Spanish.,C_val,S_test,code/generate_cs_dataset.py,template-v1,20260825
